symbol,entry_time,onset_time,peak_time,spike_pct,lag_minutes,close,return_1m_pct,return_3m_pct,return_5m_pct,return_15m_pct,rsi_14,cmo_14,stoch_k,stoch_d,cci_20,adx_14,di_gap,ema9_21_gap_pct,ema_cross_up,macd_histogram_pct,roc_10_pct,atr_pct,bb_position,bb_width_pct,volume_ratio_20,cmf_20,obv_slope_5,body_pct,range_pct,close_position_in_range
XAITRY,2026-08-16 08:23:59,2026-08-16 08:23:59,2026-08-16 08:38:59,5.8753,5,0.3298,0.15183723,0.48750762,0.51813472,1.50815636,77.04868347,75.38461538,94.23076923,92.94871795,124.92890361,63.81828725,84.05797101,0.39881037,0,0.09425251,1.38333846,0.00149441,0.92421828,0.02222213,2.42676854,0.28653674,0.7238198,0.0,0.0,
XAITRY,2026-08-16 08:23:59,2026-08-16 08:23:59,2026-08-16 08:38:59,5.8753,10,0.3281,0.0,0.12206286,0.86074393,0.86074393,79.14322428,59.18367347,100.0,100.0,172.83950617,32.29453248,69.81132075,0.27577385,0,0.081128,0.98491844,0.00115383,0.99340192,0.01374423,0.0,0.00269337,0.83854399,0.0,0.0,
ACETRY,2026-08-16 08:33:59,2026-08-16 08:33:59,2026-08-16 08:48:59,5.66123,0,6.624,-0.12062726,-0.09049774,-0.30102348,-0.37599639,46.11997554,-5.74712644,76.97841727,75.71833924,18.88867326,19.02480386,-9.81818182,-0.17687364,0,0.12985315,1.34638923,0.00593081,0.56920534,0.0249111,0.71305271,-0.08590718,-0.84372412,-0.07542616,0.31702899,0.42857143
ACETRY,2026-08-16 08:33:59,2026-08-16 08:33:59,2026-08-16 08:48:59,5.66123,1,6.632,0.06035003,-0.16558784,-0.24067389,-0.39050766,47.43280444,-6.46387833,76.66666667,74.6776032,12.46742478,18.1681605,-10.41292639,-0.19455458,0,0.13922444,1.57757696,0.00599905,0.57487575,0.02896056,0.19354974,-0.02331185,-0.83153019,0.06035003,0.24125452,1.0
ACETRY,2026-08-16 08:33:59,2026-08-16 08:33:59,2026-08-16 08:48:59,5.66123,3,6.63,-0.19569472,-0.27075812,0.88253195,-0.09041591,47.02115306,-11.85185185,73.85620915,79.73856209,1.50662019,15.70715783,-12.12121212,-0.26888464,0,0.13544012,0.34811563,0.00604396,0.52114969,0.03354195,0.96480549,-0.08757861,0.04943553,-0.27075812,0.63348416,0.52380952
ACETRY,2026-08-16 08:33:59,2026-08-16 08:33:59,2026-08-16 08:48:59,5.66123,5,6.644,-0.06016847,1.09555691,1.65238678,-1.20446097,49.00405131,17.46987952,83.00653595,52.30652648,5.48203349,14.61081658,-6.31067961,-0.40527187,0,0.08819766,-0.07519928,0.00664402,0.53031556,0.03976656,0.48919351,-0.09625753,0.76033545,-0.12026458,0.37627935,0.52
ACETRY,2026-08-16 08:33:59,2026-08-16 08:33:59,2026-08-16 08:48:59,5.66123,10,6.536,0.10721397,-1.07461783,-1.69950368,-3.02670623,32.57764299,-44.3254818,5.90062112,3.86207995,-155.11136493,25.61488869,-9.91926182,-0.85182033,0,-0.26269555,-2.81040892,0.009475,0.04655232,0.0442077,1.14382522,-0.24329517,-0.54717564,-0.07644091,0.70379437,0.41304348
XAITRY,2026-08-16 08:53:59,2026-08-16 08:49:59,2026-08-16 09:01:59,11.04701,0,0.3386,-1.56976744,-2.72910083,-1.99710564,-1.51250727,43.95637731,-6.66666667,5.05836576,17.10462412,-111.54842051,45.95569505,1.88916877,0.29357778,0,-0.39273506,-5.78742348,0.01674964,0.12516341,0.05365769,1.50473768,0.13192471,-0.72066354,-1.65553297,2.06733609,0.18571429
XAITRY,2026-08-16 08:53:59,2026-08-16 08:49:59,2026-08-16 09:01:59,11.04701,1,0.344,-0.89311438,-0.40532716,-0.31874819,-0.23201856,52.10734192,0.46296296,16.29955947,26.8722467,-5.54442218,49.34405609,9.88142292,0.58745972,0,-0.24900669,-2.49433107,0.01575997,0.41802503,0.05401625,1.26574783,0.19358627,-0.49905025,-0.89311438,0.93023256,0.0
XAITRY,2026-08-16 08:53:59,2026-08-16 08:49:59,2026-08-16 09:01:59,11.04701,3,0.3481,0.78170237,0.86931324,0.63602197,2.29209521,59.78749944,16.36363636,34.36123348,27.97050906,44.78215181,54.64301755,14.83870968,0.80173855,0,-0.17320967,0.51978054,0.01590266,0.66140014,0.06483633,0.66028449,0.29579932,0.09456891,0.8400927,0.94800345,1.0
XAITRY,2026-08-16 08:53:59,2026-08-16 08:49:59,2026-08-16 09:01:59,11.04701,5,0.3455,0.11590843,-0.11564036,-3.86755704,2.1584861,56.22351297,15.27777778,27.08333333,30.81407796,31.5270936,60.1536957,19.94382022,0.94229771,0,-0.14279744,0.49447353,0.01471987,0.5854945,0.07032947,0.13746242,0.25955748,-0.76453517,-0.31736872,0.83936324,0.48275862
XAITRY,2026-08-16 08:53:59,2026-08-16 08:49:59,2026-08-16 09:01:59,11.04701,10,0.3594,1.8707483,3.78284724,4.53752182,6.58362989,85.49796062,65.19174041,92.56505576,93.79792009,232.19140837,65.51390454,53.7037037,1.80898051,0,0.44317438,6.26848019,0.00965896,1.19254825,0.07970089,7.49257538,0.57463242,0.78810904,2.39316239,2.89371174,0.80769231
ACETRY,2026-08-16 09:03:59,2026-08-16 08:55:59,2026-08-16 09:11:59,9.00608,0,7.074,2.28455755,0.05657709,1.05714286,5.70830843,68.50069737,45.35050072,74.66063348,63.27045506,101.90781204,65.84255493,44.0,1.39877634,0,0.25293251,4.67593963,0.01312654,0.89608741,0.08252131,4.41108528,0.07217463,0.60883552,2.13687554,4.46706248,0.64556962
ACETRY,2026-08-16 09:03:59,2026-08-16 08:55:59,2026-08-16 09:11:59,9.00608,1,6.916,-1.08695652,-1.90070922,-1.49551346,3.6726128,58.7416513,36.96369637,48.2832618,65.89361739,55.74916066,64.04565293,40.85714286,1.31837085,0,0.23928947,2.12640284,0.01084442,0.65640969,0.07893976,0.7581706,0.06293728,0.10655305,-0.88850674,1.18565645,0.24390244
ACETRY,2026-08-16 09:03:59,2026-08-16 08:55:59,2026-08-16 09:11:59,9.00608,3,7.07,0.28368794,0.69790628,3.89419544,5.36512668,80.49671313,75.10040161,82.53012048,76.5060241,161.85299125,60.22028178,59.14221219,1.5858937,0,0.50035194,4.66321244,0.0089513,0.98158059,0.08300485,1.65214708,0.05870045,0.81543746,0.15582944,1.07496464,0.60526316
ACETRY,2026-08-16 09:03:59,2026-08-16 08:55:59,2026-08-16 09:11:59,9.00608,5,7.0,-0.29910269,2.86554004,3.58094111,4.39970172,77.24459077,56.41025641,68.47389558,80.38821954,197.40021166,58.35167658,51.32211538,1.31833684,0,0.47709442,4.60251046,0.0084898,1.01671947,0.0701175,1.30298774,0.00914796,0.76585315,-0.14265335,0.68571429,0.5625
ACETRY,2026-08-16 09:03:59,2026-08-16 08:55:59,2026-08-16 09:11:59,9.00608,10,6.758,-0.20673361,0.04441155,0.98625224,1.9306184,61.09546326,40.12345679,76.47058824,84.8807863,108.69565217,46.69403367,33.03730018,0.50599697,0,0.19735224,0.79045488,0.00595062,0.83663955,0.03241571,0.6251701,0.19865559,0.21034355,-0.13299837,0.38472921,0.26923077
HEMITRY,2026-08-16 09:07:59,2026-08-16 09:07:59,2026-08-16 09:22:59,5.36044,0,0.3787,-0.3945292,-0.26336582,-0.18450185,-2.92232761,45.04938478,-27.86069652,53.86996904,58.41073271,-40.1862648,40.75294164,-27.06766917,-0.36095199,0,-0.01676764,1.82844851,0.01505149,0.36279699,0.07127622,0.37735475,-0.012481,-0.11623748,-0.26336582,0.63374703,0.45833333
HEMITRY,2026-08-16 09:07:59,2026-08-16 09:07:59,2026-08-16 09:22:59,5.36044,1,0.3802,-0.36687631,0.07896815,0.07896815,-2.51282051,47.2664538,-25.44987147,58.51393189,59.44272446,-22.6242649,41.70305762,-25.95419847,-0.35604977,0,-0.01497646,-2.38767651,0.01476666,0.41263698,0.0707617,0.58573949,-0.02734799,-0.26554728,-0.47120419,0.92056812,0.34285714
HEMITRY,2026-08-16 09:07:59,2026-08-16 09:07:59,2026-08-16 09:22:59,5.36044,3,0.3797,-0.05264543,-0.05264543,2.64936469,-2.03818369,46.36069952,-26.02739726,56.96594427,56.8627451,-37.39745403,40.14461209,-23.7244898,-0.50471107,0,-0.12348471,-3.08831036,0.01474849,0.38322882,0.0705715,1.11518301,-0.07263194,0.24694906,0.07907222,0.68475112,0.53846154
HEMITRY,2026-08-16 09:07:59,2026-08-16 09:07:59,2026-08-16 09:22:59,5.36044,5,0.3794,-0.13161358,2.56826169,2.01667115,-0.47219307,45.89730707,-3.87243736,56.0371517,52.4251806,-53.95832103,36.65511116,-11.20186698,-0.63373983,0,-0.25833189,-2.74288644,0.0161345,0.3524829,0.06984885,1.23619368,-0.06036279,0.38980484,0.15839493,1.13336848,0.69767442
HEMITRY,2026-08-16 09:07:59,2026-08-16 09:07:59,2026-08-16 09:22:59,5.36044,10,0.3719,-4.51861361,-5.079122,-4.66547039,-2.79665447,31.97604702,-35.59322034,0.0,50.59101655,-88.52540273,33.99223657,-9.83870968,-0.00020506,0,-0.12965519,-2.43966422,0.01190796,-0.08001106,0.05604311,3.261588,-0.05040861,-0.86505904,-4.51861361,5.37778973,0.0
ACETRY,2026-08-16 09:32:59,2026-08-16 09:41:59,2026-08-16 09:47:59,5.55556,0,7.125,-0.26595745,-1.46591066,-1.87302025,-2.33036326,39.60843408,-15.73426573,18.50533808,8.66844603,-124.14266118,33.20987552,-9.83957219,-0.69476137,0,-0.32325491,-2.10222589,0.00937343,0.16011476,0.06495439,1.24624149,-0.32205886,-0.8907872,-0.26595745,0.99649123,0.73239437
ACETRY,2026-08-16 09:32:59,2026-08-16 09:41:59,2026-08-16 09:47:59,5.55556,1,7.144,-0.62595632,-0.99778271,-2.6172301,-4.08163265,40.70635649,-23.85466035,0.0,8.43220339,-93.17543749,33.55910668,-12.9778672,-0.59423745,0,-0.30101129,-1.62489672,0.00993841,0.17845837,0.06987559,1.97171632,-0.30454173,-0.87262553,-0.66740823,1.00783875,0.0
ACETRY,2026-08-16 09:32:59,2026-08-16 09:41:59,2026-08-16 09:47:59,5.55556,3,7.231,0.2078714,-1.43129771,-0.19323671,-4.1362853,45.93336565,-31.53409091,17.79661017,16.90574262,-62.26944576,31.61116245,-19.74752029,-0.40746094,0,-0.25182332,-0.0552868,0.01095482,0.29736835,0.06492618,0.26517904,-0.14428832,-0.11303044,0.15235457,0.76061402,0.25454545
ACETRY,2026-08-16 09:32:59,2026-08-16 09:41:59,2026-08-16 09:47:59,5.55556,5,7.261,-1.02235551,0.22084196,-0.23358065,-4.10723719,47.51246623,-39.00134953,20.08639309,27.06983441,-47.20744681,27.00807191,-25.08143322,-0.30843005,0,-0.25796849,-0.46607265,0.01208019,0.31808189,0.0627914,0.47605259,-0.18548838,0.17626493,-0.96835788,1.12932103,0.13414634
ACETRY,2026-08-16 09:32:59,2026-08-16 09:41:59,2026-08-16 09:47:59,5.55556,10,7.278,0.22032498,0.5943331,-0.23303633,-3.42356688,47.73393452,-17.93548387,23.75809935,17.56659467,-84.78642708,23.12878895,-15.59454191,-0.31332138,0,-0.56203963,-3.88272583,0.01510423,0.24786525,0.06121884,0.54490749,-0.17554557,0.24903498,0.08250825,0.76944215,0.67857143
PIXELTRY,2026-08-16 09:58:59,2026-08-16 09:58:59,2026-08-16 10:13:59,5.13834,0,0.253,-0.39370079,-0.78431373,-0.39370079,2.84552846,58.8541939,37.5,66.66666667,78.88888889,54.16887945,45.88078588,31.81818182,0.7177174,0,0.08547118,0.3968254,0.00621118,0.66613358,0.05280046,1.23865501,-0.1853145,-0.01429949,-0.39370079,0.39525692,0.0
PIXELTRY,2026-08-16 09:58:59,2026-08-16 09:58:59,2026-08-16 10:13:59,5.13834,1,0.254,-0.39215686,-0.39215686,0.79365079,2.8340081,63.86000488,50.0,80.0,86.66666667,80.34188034,42.03463203,36.36363636,0.81141255,0,0.15953547,1.19521912,0.00618673,0.75893791,0.05474087,1.1235978,-0.13120617,0.35368902,-0.39215686,0.39370079,0.0
PIXELTRY,2026-08-16 09:58:59,2026-08-16 09:58:59,2026-08-16 10:13:59,5.13834,3,0.255,0.0,1.19047619,1.19047619,3.2388664,69.33611025,50.0,90.0,93.33333333,122.80701754,32.51082251,36.36363636,0.84717272,0,0.23770807,3.2388664,0.00616246,0.90528761,0.05186692,2.16361635,-0.15320023,0.62311776,0.0,0.39215686,0.0
PIXELTRY,2026-08-16 09:58:59,2026-08-16 09:58:59,2026-08-16 10:13:59,5.13834,5,0.254,0.79365079,0.79365079,0.79365079,3.25203252,67.07559889,50.0,100.0,91.66666667,118.05555556,26.55844156,35.0,0.73111453,0,0.23416733,3.25203252,0.0056243,0.94760526,0.04394679,2.12427793,0.00050706,0.46493042,0.79365079,0.78740157,1.0
PIXELTRY,2026-08-16 09:58:59,2026-08-16 09:58:59,2026-08-16 10:13:59,5.13834,10,0.252,0.39840637,2.0242915,2.43902439,1.20481928,71.24101246,27.27272727,85.71428571,86.9047619,236.11111111,8.7621109,23.07692308,0.3621464,0,0.17825639,2.43902439,0.00368481,1.18763385,0.02494698,6.66706728,-0.13558341,0.98869432,0.39840637,0.79365079,0.5
HEMITRY,2026-08-16 10:01:59,2026-08-16 10:01:59,2026-08-16 10:07:59,5.03886,0,0.3989,-1.26237624,-2.68358136,-2.89678676,-1.45750988,38.52866174,-43.60902256,12.72727273,34.74503851,-226.20070658,35.09816913,-24.5243129,0.11342493,0,-0.33258074,-1.74876847,0.00846972,-0.21689509,0.03039279,1.72201977,-0.24407812,-0.82444224,-1.45750988,2.00551517,0.2625
HEMITRY,2026-08-16 10:01:59,2026-08-16 10:01:59,2026-08-16 10:07:59,5.03886,1,0.404,-1.51145783,-1.3671875,-1.89412336,-0.54160512,46.87962153,-2.94117647,23.14049587,52.27132175,-122.98320215,37.65473419,-3.8961039,0.40350246,0,-0.18222453,-0.24691358,0.00816832,0.04415028,0.02286369,1.8527474,-0.20790667,-0.77171673,-1.46341463,2.2029703,0.31460674
HEMITRY,2026-08-16 10:01:59,2026-08-16 10:01:59,2026-08-16 10:07:59,5.03886,3,0.4099,0.07324219,-0.46138902,0.2936139,0.24455857,61.50520677,7.94979079,65.30612245,67.34693878,51.41466383,45.53454545,7.45192308,0.6370597,0,-0.06247302,0.34271726,0.00724915,0.68688734,0.0265655,0.24039949,-0.15534696,0.13411228,-0.07313506,0.34154672,0.64285714
HEMITRY,2026-08-16 10:01:59,2026-08-16 10:01:59,2026-08-16 10:07:59,5.03886,5,0.4108,-0.24283633,0.51382432,1.18226601,0.61229488,64.29041259,2.43902439,74.48979592,77.1191955,97.92887847,55.72970637,10.75514874,0.72706426,0,-0.01988129,1.48221344,0.00759841,0.77909884,0.03429702,0.33788427,-0.08721265,0.36232602,-0.29126214,0.41382668,0.11764706
HEMITRY,2026-08-16 10:01:59,2026-08-16 10:01:59,2026-08-16 10:07:59,5.03886,10,0.406,0.24691358,-0.6119951,0.29644269,1.83095059,58.27504235,20.0,45.0617284,46.31580199,19.85672388,67.95609712,19.27330174,0.66223091,0,-0.12662401,-0.56331129,0.01113652,0.61757742,0.04792607,0.74514891,-0.06441487,0.07555424,0.02463661,0.64039409,0.96153846
RONINTRY,2026-08-16 10:09:59,2026-08-16 10:15:59,2026-08-16 10:24:59,6.69456,0,2.38,0.0,-1.24481328,-1.24481328,-0.41841004,38.62642194,-20.0,57.14285714,52.38095238,-225.49019608,91.11111111,-50.0,0.0898095,0,-0.05122883,-0.41841004,0.0030012,0.13888889,0.01504388,16.67728377,-0.22302475,-0.50972832,-0.41841004,2.10084034,0.8
RONINTRY,2026-08-16 10:09:59,2026-08-16 10:15:59,2026-08-16 10:24:59,6.69456,1,2.38,-1.24481328,-1.24481328,-0.41841004,-0.41841004,38.62642187,-20.0,0.0,66.66666667,-35.35353535,94.28571429,-20.0,0.18535626,0,0.00518363,-0.41841004,0.0015006,0.13888889,0.01504388,329.21612607,-0.94543619,-0.95377151,-1.24481328,1.2605042,0.0
RONINTRY,2026-08-16 10:09:59,2026-08-16 10:15:59,2026-08-16 10:24:59,6.69456,3,2.41,0.0,0.83682008,0.83682008,0.83682008,89.86762991,100.0,100.0,100.0,222.22222222,100.0,100.0,0.29068527,0,0.09021116,0.83682008,0.00059277,1.0422446,0.01426613,0.0,0.0,1.0,0.0,0.0,
RONINTRY,2026-08-16 10:09:59,2026-08-16 10:15:59,2026-08-16 10:24:59,6.69456,5,2.41,0.83682008,0.83682008,0.83682008,1.2605042,89.86762985,100.0,100.0,83.33333333,337.25490196,100.0,100.0,0.19712609,0,0.0531925,0.83682008,0.00059277,1.32207305,0.01094971,6.2970659,0.0,1.0,0.0,0.0,
RONINTRY,2026-08-16 10:09:59,2026-08-16 10:15:59,2026-08-16 10:24:59,6.69456,10,2.39,0.0,0.0,0.0,0.42016807,70.41524204,100.0,100.0,100.0,66.66666667,78.57142857,100.0,0.14477789,0,0.03376025,0.42016807,0.00029886,0.72406454,0.01310994,0.0,0.0,,0.0,0.0,
DOLOTRY,2026-08-16 10:10:59,2026-08-16 10:10:59,2026-08-16 10:23:59,5.38244,0,1.059,-0.56338028,-0.65666041,-0.9354537,-1.57992565,31.29092648,-39.13043478,10.34482759,10.46581972,-176.80608365,34.54296698,-35.0877193,-0.45413654,0,-0.09049654,-2.39631336,0.0038446,-0.06226815,0.02467624,18.55675068,0.08929263,-0.78161024,-0.56338028,0.84985836,0.33333333
DOLOTRY,2026-08-16 10:10:59,2026-08-16 10:10:59,2026-08-16 10:23:59,5.38244,1,1.065,-0.46728972,-0.37418148,-0.28089888,-1.02230483,35.9986662,-26.82926829,0.0,7.01754386,-122.12802556,33.27411161,-20.40816327,-0.37380051,0,-0.05048066,-1.84331797,0.00328638,0.07503417,0.02113033,0.19672903,0.52959205,0.57108852,-0.37418148,0.37558685,0.0
DOLOTRY,2026-08-16 10:10:59,2026-08-16 10:10:59,2026-08-16 10:23:59,5.38244,3,1.066,-0.28063611,-0.18726592,-1.20481928,-0.92936803,34.31243127,-33.33333333,0.0,10.52631579,-161.31907308,35.69225553,-26.82926829,-0.35103588,0,-0.05067207,-0.92936803,0.00274725,0.03948119,0.01898062,0.04406196,0.48996631,-0.1685415,-0.09372071,0.09380863,0.0
DOLOTRY,2026-08-16 10:10:59,2026-08-16 10:10:59,2026-08-16 10:23:59,5.38244,5,1.069,0.09363296,-0.92678406,-1.47465438,-0.46554935,37.1170418,-15.15151515,15.78947368,9.19834308,-135.70127505,35.17385773,-14.28571429,-0.27365794,0,-0.01290676,-0.65055762,0.00280636,0.16326466,0.01808515,1.02338279,0.6102017,-0.25556275,0.18744142,0.28063611,1.0
DOLOTRY,2026-08-16 10:10:59,2026-08-16 10:10:59,2026-08-16 10:23:59,5.38244,10,1.085,0.0,0.83643123,0.83643123,1.97368421,53.83879186,66.66666667,100.0,95.65217391,116.78832117,33.21738565,60.60606061,-0.03376585,0,0.20618722,1.02420857,0.00217248,0.81309788,0.02342561,0.0,0.28497101,0.93735433,0.0,0.0,
XAITRY,2026-08-16 10:19:59,2026-08-16 10:22:59,2026-08-16 10:34:59,6.21266,0,0.3343,0.0,-0.14934289,-0.86002372,-0.77174236,42.65666342,-29.9270073,27.08333333,33.27020202,-138.90935888,33.31623574,-21.46341463,-0.18371486,0,-0.07357,-0.86002372,0.00438015,0.06522497,0.01401838,1.68160019,-0.02635823,-0.40979019,0.0,0.38887227,0.23076923
XAITRY,2026-08-16 10:19:59,2026-08-16 10:22:59,2026-08-16 10:34:59,6.21266,1,0.3343,-0.41703902,-0.5651398,-0.14934289,-0.83061406,42.65666343,-17.10526316,23.63636364,35.15151515,-142.30769231,30.86037699,-14.21800948,-0.15500778,0,-0.06585709,-0.80118694,0.00450835,0.02158655,0.01409766,0.64985338,0.02381001,-0.15561983,-0.41703902,0.41878552,0.0
XAITRY,2026-08-16 10:19:59,2026-08-16 10:22:59,2026-08-16 10:34:59,6.21266,3,0.3348,-0.4164188,0.0,-0.56430056,-0.88809947,43.61103144,-19.40298507,32.72727273,55.75757576,-138.0910937,30.12306919,-11.11111111,-0.11195373,0,-0.05487379,-0.71174377,0.00441628,0.03382359,0.01267487,1.43097581,0.05980172,-0.26052883,-0.29779631,0.53763441,0.11111111
XAITRY,2026-08-16 10:19:59,2026-08-16 10:22:59,2026-08-16 10:34:59,6.21266,5,0.3372,0.71684588,0.14850015,0.0,-0.4428698,52.06875173,3.22580645,76.36363636,37.6068775,-49.30921304,28.07578071,-10.05025126,-0.07145978,0,-0.04207785,0.0890472,0.00421539,0.53699477,0.01202975,1.71638997,0.20953098,0.0008606,0.38701995,0.80071174,0.88888889
XAITRY,2026-08-16 10:19:59,2026-08-16 10:22:59,2026-08-16 10:34:59,6.21266,10,0.3372,0.05934718,0.0,0.0890472,-0.17761989,50.80895428,-8.10810811,30.55555556,24.07407407,12.59519625,16.08209118,-10.75268817,0.05671973,0,0.00229253,-0.4428698,0.00394001,0.54314795,0.01306624,2.22877521,-0.08045054,0.61232572,0.0,0.23724792,0.5
HEMITRY,2026-08-16 10:22:59,2026-08-16 10:19:59,2026-08-16 10:37:59,6.69643,0,0.4034,0.1489573,-0.88452088,-0.51787916,-0.14851485,45.42933659,-0.69284065,12.84916201,15.08379888,-65.12767836,9.00781416,-2.96010296,-0.16356904,0,-0.19436031,-1.77745313,0.01375806,0.33394163,0.04092146,0.99752931,0.17150096,-0.18092847,0.12410027,0.79325731,0.71875
HEMITRY,2026-08-16 10:22:59,2026-08-16 10:19:59,2026-08-16 10:37:59,6.69643,1,0.4028,-0.5923001,-1.25030645,-0.93457944,-0.02482005,44.40093843,-2.79069767,9.4972067,24.13407821,-56.90414758,9.4172369,1.0230179,-0.09392365,0,-0.17693333,-1.2745098,0.01386722,0.27941776,0.04126393,1.0796294,0.15869333,-0.67362309,-0.5923001,0.64548163,0.03846154
HEMITRY,2026-08-16 10:22:59,2026-08-16 10:19:59,2026-08-16 10:37:59,6.69643,3,0.407,-0.22064231,0.09837678,-0.53763441,2.03058411,50.3837199,13.31719128,40.0,41.22972973,8.10179349,12.52043528,9.7135741,0.10193634,0,-0.08738422,0.96750186,0.01409266,0.4955235,0.04115744,1.14351393,0.22207228,-0.44705575,-0.22064231,0.46683047,0.31578947
HEMITRY,2026-08-16 10:22:59,2026-08-16 10:19:59,2026-08-16 10:37:59,6.69643,5,0.4055,-0.27053615,-0.90420332,-1.266131,-1.14578255,48.33989723,3.28227571,39.18918919,47.44744745,-55.78006368,16.05132613,1.67664671,0.1494711,0,-0.07957543,0.37128713,0.01470847,0.38808993,0.04298351,2.74790142,0.17625773,-0.54308524,0.0,1.28236745,0.84615385
HEMITRY,2026-08-16 10:22:59,2026-08-16 10:19:59,2026-08-16 10:37:59,6.69643,10,0.4107,0.66176471,1.88538824,1.65841584,-0.24289531,55.72751297,-2.29645094,62.61261261,69.66966967,21.9302362,20.47614158,-3.32005312,0.30455206,0,0.0384986,0.12189176,0.01309611,0.69730628,0.04324934,1.13176359,0.16280196,0.20641646,1.30735076,2.48356465,0.8627451
DOLOTRY,2026-08-16 10:38:59,2026-08-16 10:30:59,2026-08-16 10:43:59,11.9965,0,1.105,0.45454545,0.0,0.18132366,3.3676333,65.67436188,54.83870968,76.08695652,72.63336417,60.37374221,57.54107234,50.0,0.8010915,0,0.1516913,0.82116788,0.00607628,0.7486509,0.0667848,0.02732473,-0.23318911,0.54810556,0.36330609,0.63348416,1.0
DOLOTRY,2026-08-16 10:38:59,2026-08-16 10:30:59,2026-08-16 10:43:59,11.9965,1,1.1,-0.45248869,-0.45248869,0.18214936,3.38345865,62.17240371,52.54237288,65.2173913,74.49326755,58.99102445,54.27128091,50.56179775,0.82007847,0,0.18560214,1.38248848,0.00577922,0.70605902,0.0686795,0.21886743,-0.26515226,0.60630945,-0.1814882,0.18181818,0.0
DOLOTRY,2026-08-16 10:38:59,2026-08-16 10:30:59,2026-08-16 10:43:59,11.9965,3,1.105,0.0,0.63752277,-0.09041591,4.24528302,68.67863165,73.13432836,81.66666667,80.55555556,98.10737737,48.87162104,64.28571429,0.90454043,0,0.30454607,2.69516729,0.00633484,0.82717188,0.06742585,0.13874898,-0.22371642,-0.64274584,-0.27075812,0.45248869,0.0
DOLOTRY,2026-08-16 10:38:59,2026-08-16 10:30:59,2026-08-16 10:43:59,11.9965,5,1.103,0.45537341,-0.27124774,0.63868613,4.15486308,67.59249838,63.38028169,78.33333333,75.0,114.14761108,48.2827218,59.13978495,0.86184637,0,0.37250195,3.18054256,0.00602254,0.88244584,0.06212881,0.21127009,-0.21725918,-0.70439727,0.27272727,0.54397099,0.5
DOLOTRY,2026-08-16 10:38:59,2026-08-16 10:30:59,2026-08-16 10:43:59,11.9965,10,1.096,1.01382488,1.85873606,2.52572498,2.52572498,69.2544764,40.29850746,97.56097561,97.5203252,245.43946932,37.18649044,33.78378378,0.3217001,0,0.33926473,3.49386213,0.00482273,1.18578226,0.0351535,2.4334483,0.1178875,0.90428098,0.45829514,0.54744526,0.83333333
KAITOTRY,2026-08-16 10:38:59,2026-08-16 10:44:59,2026-08-16 10:53:59,7.30357,0,16.836,0.32177333,0.32177333,0.21428571,0.08917425,58.7782126,15.53398058,86.48648649,28.82882883,75.15576324,50.6174555,40.93959732,0.00183102,1,0.00209878,0.20832093,0.0012643,1.02538743,0.00389698,2.73528284,-0.37122431,0.61186613,0.31579575,0.3801378,1.0
KAITOTRY,2026-08-16 10:38:59,2026-08-16 10:44:59,2026-08-16 10:53:59,7.30357,1,16.782,0.0,-0.03573981,-0.10714286,-0.13092121,45.84925222,-23.07692308,0.0,0.0,-114.66865227,50.3242678,30.0,-0.03036156,0,-0.0193458,-0.30889866,0.00110663,0.19155336,0.00341579,0.96274258,-0.57388089,-0.24770839,-0.00595841,0.00595877,0.0
KAITOTRY,2026-08-16 10:38:59,2026-08-16 10:44:59,2026-08-16 10:53:59,7.30357,3,16.782,-0.03573981,-0.10714286,-0.0178731,-0.24964337,45.8492521,-2.97029703,0.0,9.83606557,-101.26227209,46.24563454,34.66666667,-0.01850715,0,-0.01737296,-0.14874755,0.00127688,0.16436767,0.0040778,0.32210957,-0.55222201,-0.95888915,-0.11308851,0.11321654,0.0
KAITOTRY,2026-08-16 10:38:59,2026-08-16 10:44:59,2026-08-16 10:53:59,7.30357,5,16.8,0.0,0.0893655,-0.00595203,0.01190618,49.82102974,0.81300813,24.59016393,31.14754098,-47.08798017,41.97290337,36.49851632,0.00072367,0,-0.00917867,-0.12484395,0.00143282,0.3955184,0.00381551,0.0,-0.54239759,-0.95806871,0.0,0.0,
KAITOTRY,2026-08-16 10:38:59,2026-08-16 10:44:59,2026-08-16 10:53:59,7.30357,10,16.801,-0.19603184,-0.03569941,-0.118899,0.02976899,49.7096454,2.34113712,20.96774194,37.6344086,-5.46932742,31.80668013,32.64781491,0.02798368,0,0.00015351,0.01785927,0.00165381,0.48787015,0.00539727,0.23932893,-0.32931331,-0.19065353,-0.01190264,0.01190405,0.0
RONINTRY,2026-08-16 11:04:59,2026-08-16 11:05:59,2026-08-16 11:19:59,6.99588,0,2.43,0.0,-0.40983607,-0.40983607,0.82987552,49.30123131,20.0,25.0,38.33333333,13.42281879,40.36423894,14.28571429,0.03431264,0,0.04949624,0.41322314,0.00205761,0.625,0.01980198,0.21429272,-0.57230001,-0.18426046,0.41322314,0.41152263,1.0
RONINTRY,2026-08-16 11:04:59,2026-08-16 11:05:59,2026-08-16 11:19:59,6.99588,1,2.43,0.0,-0.81632653,-0.40983607,1.25,49.30123133,33.33333333,40.0,52.22222222,28.98550725,40.23668792,42.85714286,0.05134905,0,0.06935673,0.41322314,0.00205761,0.61053183,0.02052358,0.68838689,-0.56794286,-0.19011906,0.0,0.0,
